Label,Art Num,RareWord/Token,TTR Ratio
1,194,0,0.659090909
0,195,0.011111111,0.903703704
0,196,0.011142061,0.849582173
1,197,0.007326007,0.593406593
0,198,0.009345794,0.878504673
1,199,0.005698006,0.66951567
1,200,0.003517588,0.392964824
0,201,0.003278689,0.842622951
0,202,0.008849558,0.924778761
1,203,0.003508772,0.607017544
1,204,0.000971345,0.388052453
1,205,0.003815176,0.401865197
0,206,0.008298755,0.858921162
1,207,0.006756757,0.648648649
0,208,0.005865103,0.815249267
1,209,0.00248139,0.669975186
1,210,0,0.770992366
1,211,0.018229167,0.619791667
1,212,0.008438819,0.687763713
0,213,0.005,0.86
0,214,0.006993007,0.877622378
1,215,0.004115226,0.70781893
1,216,0.013774105,0.639118457
1,217,0.004201681,0.768907563
0,218,0,0.901639344
1,219,0.003058104,0.642201835
1,220,0.004545455,0.677272727
1,221,0.002673797,0.345454545
1,222,0,0.516007533
0,223,0.008796296,0.597222222
1,224,0,0.626450116
1,225,0.01,0.78
1,226,0.007832898,0.694516971
1,227,0.007117438,0.612099644
0,228,0.013888889,0.828703704
0,229,0.002610966,0.825065274
1,230,0,0.69140625
0,231,0.014814815,0.82962963
1,232,0.002421308,0.668280872
1,233,0,0.726775956
0,234,0.016611296,0.820598007
0,235,0.008025682,0.812199037
0,236,0.011695906,0.906432749
1,237,0.017073171,0.648780488
1,238,0,0.741784038
1,239,0.006134969,0.699386503
0,240,0.013636364,0.877272727
1,241,0,0.674556213
1,242,0.006289308,0.761006289
0,243,0.015037594,0.92481203
0,244,0.013586957,0.823369565
0,245,0,0.926470588
1,246,0.006263982,0.352572707
0,247,0,0.907142857
0,248,0.004830918,0.84057971
0,249,0,0.9
1,250,0,0.626213592
1,251,0.001450677,0.374274662
0,252,0.011002962,0.578925095
0,253,0.015873016,0.896825397
0,254,0.010660981,0.600426439
1,255,0.004728132,0.640661939
1,256,0.017391304,0.739130435
0,257,0.005167959,0.834625323
1,258,0.001210165,0.292053247
0,259,0.020833333,0.901041667
1,260,0.002932551,0.674486804
0,261,0.008682171,0.536434109
0,262,0.003367003,0.855218855
0,263,0.003267974,0.794117647
0,264,0.006024096,0.891566265
1,265,0,0.639097744
1,266,0,0.685628743
0,267,0.005,0.91
0,268,0.005425568,0.534757545
0,269,0.00988287,0.554172767
0,270,0.009478673,0.876777251
1,271,0.005263158,0.826315789
1,272,0.007329509,0.314212874
1,273,0.002057613,0.313580247
0,274,0.016949153,0.888135593
0,275,0.006309148,0.870662461
0,276,0.011482255,0.700417537
1,277,0,0.681034483
0,278,0.002793296,0.87150838
1,279,0,0.615555556
0,280,0.005813953,0.872093023
0,281,0.010204082,0.734693878
1,282,0.003597122,0.694244604
0,283,0.01910828,0.831210191
0,284,0.008976661,0.784560144
1,285,0.004098361,0.512295082
1,286,0.00408998,0.576687117
1,287,0.004784689,0.641148325
1,288,0.023690773,0.579800499
0,289,0.010791367,0.852517986
1,290,0.014814815,0.662962963
1,291,0.010273973,0.561643836
1,292,0.003816794,0.72519084
1,293,0,0.630541872
0,294,0.007326007,0.868131868
1,295,0.008040201,0.590954774
1,296,0.009708738,0.750809061
0,297,0.007132668,0.737517832
0,298,0,0.843601896
0,299,0.005649718,0.630257376
1,300,0.002392344,0.472089314
1,301,0.010380623,0.485294118
0,302,0.007843137,0.710784314
0,303,0.007326007,0.860805861
1,304,0.004830918,0.603864734
1,305,0,0.76984127
0,306,0.014084507,0.964788732
0,307,0,0.846428571
1,308,0.004,0.76
1,309,0.015463918,0.721649485
0,310,0.009174312,0.95412844
1,311,0,0.736625514
1,312,0.004032258,0.641129032
0,313,0.006779661,0.877966102
1,314,0.008810573,0.748898678
1,315,0.005747126,0.396551724
1,316,0.005484461,0.57952468
0,317,0,0.915151515
0,318,0,0.891891892
0,319,0.012070006,0.64091732
1,320,0.010067114,0.838926174
1,321,0,0.663507109
0,322,0.018518519,0.845679012
1,323,0.014666667,0.534666667
1,324,0.007481297,0.596009975
1,325,0.006811989,0.559945504
1,326,0.001769912,0.603539823
0,327,0.014234875,0.832740214
1,328,0.00170068,0.681972789
0,329,0,0.965217391
1,330,0,0.763546798
1,331,0.016842105,0.604210526
0,332,0.010158014,0.716704289
0,333,0.007662835,0.846743295
0,334,0.010416667,0.711174242
0,335,0.009111617,0.826879271
1,336,0.001236094,0.533992583
0,337,0.009469697,0.806818182
1,338,0,0.759562842
1,339,0.008064516,0.385856079
0,340,0.016574586,0.883977901
0,341,0.012987013,0.788497217
0,342,0.004651163,0.770542636
1,343,0.013722127,0.516295026
1,344,0.004237288,0.686440678
0,345,0,0.850187266
0,346,0.007236842,0.658552632
0,347,0.011142061,0.771587744
0,348,0.019933555,0.857142857
0,349,0.006243496,0.703433923
1,350,0.001166861,0.444574096
1,351,0.011904762,0.857142857
0,352,0.009615385,0.918269231
1,353,0.004385965,0.728070175
0,354,0,0.862559242
0,355,0.020576132,0.901234568
1,356,0.038647343,0.758454106
1,357,0.008196721,0.606557377
1,358,0.003236246,0.569579288
1,359,0.005272408,0.613356766
1,360,0.001481481,0.555555556
0,361,0,0.834834835
0,362,0.005736138,0.791586998
0,363,0.004854369,0.765372168
0,364,0.015209125,0.794676806
1,365,0,0.642458101
0,366,0,0.840206186
1,367,0.011299435,0.802259887
1,368,0.005089059,0.567430025
1,369,0,0.572972973
0,370,0.027972028,0.916083916
0,371,0.01164295,0.711513583
0,372,0.00877193,0.894736842
1,373,0.027624309,0.701657459
0,374,0.004405286,0.916299559
0,375,0.007246377,0.75942029
1,376,0.001373626,0.505494505
0,377,0.011235955,0.835205993
0,378,0.006006006,0.882882883
1,379,0.021875,0.653125
0,380,0.005025126,0.674204355
0,381,0.0125,0.9375
1,382,0.013651877,0.662116041
0,383,0.007092199,0.783687943
0,384,0,0.784
0,385,0.004132231,0.820247934
1,386,0.000841751,0.478114478
1,387,0,0.575
1,388,0.001805054,0.563176895
0,389,0.008733624,0.599223678
1,390,0.006980803,0.616055846
1,391,0.008741259,0.568181818
1,392,0.003814367,0.454545455
0,393,0.02020202,0.939393939
1,394,0.003875969,0.666666667
1,395,0.020100503,0.728643216
0,396,0,0.926470588
1,397,0.002252252,0.388888889
0,398,0.012195122,0.646341463
0,399,0.002638522,0.841688654
0,400,0.006980803,0.630017452
0,401,0.010526316,0.877192982
1,402,0.009036145,0.686746988
1,403,0.00293772,0.391891892
1,404,0.010169492,0.711864407
0,405,0.017699115,0.973451327
1,406,0.022988506,0.885057471
1,407,0.014,0.624
0,408,0.012461059,0.884735202
1,409,0.003984064,0.756972112
0,410,0.015384615,0.888461538
0,411,0.02173913,0.934782609
1,412,0,0.698689956
1,413,0.002350729,0.371885284
0,414,0.010834236,0.59588299
0,415,0,0.855614973
1,416,0.007604563,0.676806084
1,417,0.006779661,0.745762712
1,418,0.01038961,0.524675325
1,419,0.006535948,0.620915033
1,420,0.003676471,0.661764706
0,421,0.003496503,0.884615385
0,422,0.008064516,0.830645161
1,423,0,0.731147541
1,424,0,0.62305296
0,425,0.012244898,0.873469388
0,426,0.006097561,0.914634146
0,427,0.009259259,0.861111111
1,428,0.002777778,0.652777778
0,429,0.00952381,0.850793651
1,430,0.002840909,0.639204545
0,431,0.010169492,0.827118644
0,432,0.007633588,0.908396947
0,433,0.017964072,0.922155689
0,434,0.011261261,0.828828829
1,435,0.016759777,0.687150838
1,436,0,0.56231003
0,437,0.015384615,0.853846154
0,438,0.00422833,0.794926004
0,439,0.006993007,0.909090909
1,440,0.011450382,0.70610687
1,441,0.005681818,0.678977273
1,442,0,0.618604651
1,443,0.002672498,0.29154519
0,444,0.00922576,0.44211288
1,445,0.003389831,0.637288136
0,446,0.003968254,0.849206349
0,447,0.008928571,0.825892857
1,448,0.009433962,0.685534591
1,449,0.007194245,0.654676259
0,450,0.004504505,0.846846847
1,451,0.005882353,0.770588235
1,452,0.006535948,0.761437908
0,453,0.019047619,0.923809524
1,454,0.009230769,0.661538462
0,455,0.00390625,0.84765625
1,456,0.010471204,0.706806283
0,457,0.006430868,0.874598071
0,458,0.01863354,0.919254658
0,459,0,0.933333333
0,460,0.009584665,0.897763578
0,461,0,0.94
1,462,0.017467249,0.733624454
0,463,0.00295858,0.779585799
1,464,0,0.715277778
1,465,0.004807692,0.620192308
1,466,0.00125,0.5125
0,467,0,0.970588235
0,468,0.01059322,0.802966102
0,469,0,0.84180791
0,470,0.005988024,0.904191617
1,471,0.016129032,0.782258065
0,472,0.011025358,0.724366042
1,473,0.002159827,0.714902808
0,474,0,0.904255319
1,475,0.011560694,0.592485549
0,476,0.014652015,0.853479853
0,477,0.01369863,0.880136986
1,478,0.008695652,0.67826087
0,479,0.028806584,0.913580247
0,480,0,0.915343915
0,481,0.003003003,0.816816817
0,482,0.012658228,0.911392405
0,483,0.004504505,0.900900901
1,484,0.007052186,0.455571227
0,485,0.004297994,0.757879656
1,486,0.009433962,0.764150943
1,487,0.012658228,0.734177215
0,488,0.019323671,0.884057971
0,489,0.006430868,0.861736334
1,490,0.011952191,0.701195219
1,491,0.020325203,0.68699187
0,492,0.013254786,0.77466863
1,493,0.004366812,0.68558952
1,494,0.012315271,0.709359606
0,495,0.013392857,0.924107143
1,496,0.035353535,0.747474747
1,497,0.020905923,0.630662021
0,498,0.010380623,0.85467128
1,499,0.007672634,0.497442455
0,500,0.013157895,0.864035088
1,501,0.004291845,0.802575107
0,502,0.015789474,0.915789474
0,503,0,0.895196507
0,504,0.006396588,0.810234542
0,505,0.016722408,0.846153846
0,506,0.011627907,0.872093023
1,507,0.022641509,0.664150943
1,508,0.024453024,0.459459459
1,509,0,0.602985075
0,510,0.005988024,0.880239521
1,511,0.00209205,0.552301255
1,512,0.006024096,0.701807229
0,513,0.007829978,0.725950783
1,514,0.009259259,0.736111111
1,515,0.005208333,0.671875
1,516,0,0.571713147
0,517,0.015789474,0.931578947
0,518,0.001941748,0.821359223
1,519,0,0.553571429
1,520,0.016736402,0.694560669
0,521,0.003584229,0.878136201
1,522,0.008,0.748
1,523,0.005602241,0.534080299
0,524,0.02027027,0.932432432
0,525,0.011695906,0.764619883
0,526,0.006335797,0.700105597
0,527,0.011312217,0.725113122
0,528,0.016713092,0.863509749
0,529,0.005747126,0.82183908
0,530,0.004651163,0.823255814
1,531,0.005291005,0.682539683
0,532,0.008547009,0.799145299
0,533,0.004878049,0.851219512
1,534,0.005328597,0.58259325
1,535,0.007272727,0.741818182
1,536,0,0.804469274
1,537,0.010057471,0.607758621
0,538,0,0.766590389
0,539,0.006785935,0.642196175
0,540,0.015151515,0.909090909
1,541,0.016748768,0.508374384
0,542,0.01659751,0.900414938
1,543,0.001477105,0.556868538
1,544,0.003861004,0.667953668
0,545,0.013333333,0.816666667
0,546,0.006116208,0.859327217
1,547,0.014705882,0.629411765
1,548,0,0.636971047
0,549,0.003623188,0.884057971
0,550,0.005681818,0.909090909
0,551,0,0.957746479
1,552,0.005063291,0.559493671
1,553,0.009174312,0.627522936
1,554,0,0.522813688
1,555,0.003715499,0.412420382
1,556,0.008510638,0.774468085
1,557,0.003367003,0.737373737
0,558,0,0.888888889
1,559,0.001335113,0.507343124
1,560,0,0.666666667
1,561,0,0.648854962
1,562,0.005464481,0.704918033
1,563,0.030674847,0.748466258
1,564,0,0.706122449
0,565,0.015576324,0.77258567
1,566,0.013533835,0.633082707
1,567,0.006743738,0.344412331
1,568,0,0.659649123
1,569,0,0.674556213
0,570,0.011159631,0.583212033
1,571,0.007832898,0.61618799
1,572,0.014084507,0.721830986
0,573,0.01532567,0.911877395
0,574,0.008264463,0.925619835
0,575,0.001915709,0.818007663
0,576,0.010600707,0.858657244
1,577,0.009009009,0.689189189
0,578,0.005813953,0.860465116
0,579,0.010638298,0.920212766
0,580,0.014018692,0.929906542
1,581,0.020576132,0.720164609
1,582,0.003731343,0.712686567
1,583,0.007782101,0.770428016
1,584,0.005970149,0.662686567
0,585,0.015,0.91
1,586,0.011286682,0.609480813
1,587,0.003095975,0.643962848
0,588,0.003891051,0.906614786
0,589,0.004385965,0.813596491
1,590,0.012145749,0.704453441
1,591,0.012379642,0.557083906
0,592,0.006451613,0.851612903
1,593,0.012269939,0.791411043
0,594,0.011494253,0.913793103
1,595,0.003875969,0.612403101
1,596,0,0.717514124
0,597,0.018099548,0.830316742
1,598,0,0.611650485
0,599,0,0.923611111
1,600,0.002277904,0.574031891
1,601,0.005497251,0.375312344
1,602,0.024013722,0.651801029
0,603,0.003649635,0.872262774
0,604,0.003412969,0.890784983
1,605,0.007462687,0.720149254
1,606,0.007194245,0.402877698
1,607,0.00729927,0.632603406
0,608,0.011952191,0.794820717
0,609,0.003472222,0.833333333
1,610,0.006185567,0.388659794
0,611,0.007293946,0.556892779
0,612,0.024064171,0.836898396
1,613,0.002638522,0.468337731
1,614,0.002702703,0.374594595
1,615,0.012569832,0.520949721
0,616,0.009615385,0.903846154
1,617,0.005390836,0.614555256
1,618,0.006430868,0.573954984
0,619,0.007900677,0.650677201
0,620,0.005509642,0.820936639
0,621,0.0125441,0.571932575
1,622,0,0.735632184
1,623,0,0.76146789
0,624,0.003361345,0.773109244
0,625,0.008979592,0.572244898
0,626,0.007692308,0.792307692
0,627,0,0.903381643
1,628,0.012658228,0.835443038
1,629,0.003642987,0.633879781
0,630,0.008196721,0.823770492
1,631,0.005813953,0.848837209
1,632,0.032327586,0.592672414
0,633,0.00990099,0.910891089
0,634,0.015037594,0.864661654
1,635,0.003663004,0.6996337
0,636,0.014084507,0.943661972
1,637,0.00792393,0.64659271
0,638,0.005836576,0.758754864
1,639,0.003623188,0.710144928
1,640,0,0.671875
0,641,0.010638298,0.946808511
0,642,0.007556675,0.874055416
1,643,0.0472103,0.64806867
0,644,0.01369863,0.913242009
0,645,0.007843137,0.819607843
1,646,0.008849558,0.778761062
0,647,0.003921569,0.921568627
0,648,0.003484321,0.909407666
0,649,0.00462963,0.865740741
0,650,0.007782101,0.859922179
1,651,0.003787879,0.666666667
0,652,0.009389671,0.882629108
1,653,0,0.622395833
0,654,0.009009009,0.846846847
0,655,0.005899705,0.87020649
1,656,0.036363636,0.713636364
1,657,0.004237288,0.686440678
0,658,0.010638298,0.936170213
0,659,0.004494382,0.813483146
1,660,0.004415011,0.642384106
0,661,0.027027027,0.986486486
0,662,0.005025126,0.788944724
1,663,0.015151515,0.833333333
1,664,0.004594181,0.583460949
1,665,0,0.460869565
0,666,0.011594203,0.802898551
1,667,0.011111111,0.783333333
1,668,0,0.495256167
1,669,0,0.628205128
0,670,0.004115226,0.847736626
1,671,0.008333333,0.745833333
0,672,0.010869565,0.72173913
0,673,0.015748031,0.929133858
0,674,0,0.947761194
0,675,0,0.984375
0,676,0.008948546,0.629753915
0,677,0.004329004,0.887445887
0,678,0.003174603,0.850793651
0,679,0,0.93452381
0,680,0.004357298,0.808278867
0,681,0,0.915492958
0,682,0.004201681,0.869747899
0,683,0.008902077,0.630267062
1,684,0.014705882,0.713235294
1,685,0.003610108,0.411552347
1,686,0.013274336,0.654867257
0,687,0.009310987,0.70018622
1,688,0,0.695652174
0,689,0.007246377,0.942028986
0,690,0.01984127,0.920634921
0,691,0.005434783,0.815217391
0,692,0.002298851,0.845977011
1,693,0.009090909,0.645454545
1,694,0,0.583333333
1,695,0.003278689,0.6
0,696,0.00511509,0.882352941
1,697,0.012145749,0.720647773
0,698,0.009195402,0.845977011
0,699,0.003558719,0.896797153
0,700,0.011111111,0.888888889
1,701,0.002,0.465333333
0,702,0.015665796,0.848563969
1,703,0.023595506,0.512359551
1,704,0,0.609865471
0,705,0.0078125,0.921875
0,706,0.012820513,0.826923077
0,707,0.017857143,0.892857143
0,708,0.009174312,0.857798165
1,709,0.041152263,0.720164609
1,710,0.022222222,0.751851852
1,711,0,0.611398964
1,712,0.02742616,0.58649789
0,713,0.016759777,0.893854749
1,714,0,0.576271186
0,715,0.005747126,0.902298851
0,716,0,0.915555556
1,717,0.004329004,0.606060606
1,718,0,0.669856459
0,719,0.011418269,0.524939904
0,720,0.003738318,0.786915888
1,721,0,0.618556701
1,722,0,0.701030928
1,723,0.01984127,0.632936508
1,724,0,0.669456067
0,725,0.012145749,0.842105263
1,726,0.008746356,0.609329446
0,727,0.004587156,0.853211009
1,728,0.007782101,0.673151751
1,729,0,0.733009709
1,730,0.009345794,0.747663551
1,731,0.001625576,0.274993227
1,732,0.001564945,0.492957746
0,733,0.014285714,0.828571429
0,734,0.007936508,0.873015873
1,735,0.009478673,0.805687204
0,736,0.014925373,0.764925373
0,737,0.006269592,0.865203762
1,738,0,0.712460064
1,739,0.01059322,0.578389831
1,740,0.009803922,0.764705882
1,741,0.005928854,0.581027668
0,742,0.002688172,0.841397849
1,743,0.0125,0.640625
0,744,0.009463722,0.741324921
0,745,0.004048583,0.83805668
1,746,0.015015015,0.678678679
1,747,0.00177305,0.453900709
1,748,0.003731343,0.697761194
1,749,0.004016064,0.698795181
1,750,0.003174603,0.682539683
0,751,0.009389671,0.887323944
1,752,0.004955401,0.53419227
0,753,0.010695187,0.871657754
1,754,0.003610108,0.714801444
0,755,0.01183432,0.733727811
0,756,0,0.921182266
0,757,0.005763689,0.86167147
1,758,0.004081633,0.706122449
0,759,0.005892256,0.691077441
1,760,0.016545334,0.469225678
1,761,0.011538462,0.746153846
1,762,0.006369427,0.640127389
0,763,0.012787724,0.831202046
0,764,0.00619195,0.857585139
1,765,0.007575758,0.689393939
1,766,0.002237136,0.5950783
1,767,0,0.748091603
1,768,0.005783133,0.42313253
0,769,0.01826484,0.885844749
1,770,0,0.604229607
0,771,0.010309278,0.859106529
0,772,0.008888889,0.897777778
1,773,0.003546099,0.613475177
0,774,0.007840342,0.654312188
1,775,0.001135074,0.464245176
1,776,0.004385965,0.574561404
1,777,0.004784689,0.500797448
1,778,0.003199606,0.281073099
0,779,0.004255319,0.906382979
1,780,0.002386635,0.548926014
0,781,0.005952381,0.857142857
1,782,0.011461318,0.575931232
0,783,0.007886435,0.768138801
0,784,0.008,0.848
0,785,0.002515723,0.757232704
1,786,0.002601908,0.52905464
1,787,0.011976048,0.634730539
1,788,0.004132231,0.698347107
1,789,0,0.4375
0,790,0.00917603,0.444194757
0,791,0.00462963,0.837962963
0,792,0,0.845714286
0,793,0.006578947,0.662280702
0,794,0,0.962962963
1,795,0.007633588,0.751908397
0,796,0.00913242,0.917808219
0,797,0.011412268,0.774607703
0,798,0,0.875739645
1,799,0,0.766055046
1,800,0,0.621917808
0,801,0.004975124,0.875621891
1,802,0.004091653,0.359247136
1,803,0,0.45626072
1,804,0.001688239,0.388294879
1,805,0.024817518,0.426277372
0,806,0.00678733,0.809954751
0,807,0.007124352,0.636010363
1,808,0,0.645251397
0,809,0.003699137,0.75215783
1,810,0.001164144,0.46798603
1,811,0,0.6201373
0,812,0.007072136,0.582272513
1,813,0.005540166,0.411357341
1,814,0.010432191,0.625931446
1,815,0,0.478365385
0,816,0.003378378,0.761824324
1,817,0.015517241,0.563793103
0,818,0.016129032,0.887096774
1,819,0.01953125,0.75
0,820,0.008244994,0.744405183
0,821,0.012106538,0.83535109
1,822,0.006122449,0.52244898
0,823,0.006034483,0.712931034
0,824,0.003154574,0.798107256
1,825,0.004,0.668
0,826,0.014705882,0.886029412
1,827,0,0.629427793
1,828,0.03960396,0.640264026
1,829,0.006768863,0.309775035
1,830,0.027027027,0.665540541
1,831,0.012987013,0.45825603
0,832,0.008492569,0.855626327
1,833,0.004524887,0.656108597
0,834,0.005167959,0.839793282
0,835,0.007125891,0.795724466
0,836,0.014218009,0.90521327
1,837,0,0.722222222
1,838,0.002028398,0.653144016
1,839,0.006622517,0.549668874
1,840,0.004694836,0.718309859
1,841,0.003703704,0.718518519
0,842,0.009070295,0.839002268
1,843,0.00921659,0.677419355
0,844,0.006493506,0.772727273
0,845,0.009421265,0.395558546
0,846,0,0.87755102
1,847,0.016,0.772
0,848,0.009681881,0.739972337
1,849,0,0.741176471
1,850,0.005730659,0.571633238
0,851,0,0.911627907
0,852,0.003831418,0.865900383
0,853,0.017006803,0.87755102
0,854,0.011904762,0.769345238
1,855,0.003322259,0.493355482
0,856,0.009950249,0.84079602
1,857,0.0075,0.655
1,858,0.015463918,0.721649485
1,859,0,0.843137255
1,860,0.017391304,0.55826087
1,861,0,0.647577093
0,862,0.016759777,0.944134078
0,863,0,0.875621891
0,864,0.009933775,0.860927152
1,865,0.034188034,0.61965812
1,866,0.016884762,0.319121992
1,867,0.012012012,0.591591592
0,868,0,0.904458599
0,869,0.011703511,0.730819246
0,870,0.004851005,0.628551629
0,871,0.008042895,0.857908847
0,872,0.015075377,0.91959799
0,873,0.007142857,0.921428571
0,874,0.015981735,0.842465753
0,875,0,0.913705584
0,876,0.014888337,0.836228288
0,877,0.00877193,0.495383195
0,878,0.004830918,0.879227053
1,879,0,0.801242236
1,880,0.007782101,0.673151751
1,881,0.004672897,0.560747664
0,882,0.012269939,0.950920245
0,883,0.00754717,0.856603774
0,884,0.003787879,0.90530303
1,885,0.005479452,0.660273973
0,886,0,0.873170732
0,887,0.014018692,0.88317757
1,888,0.004115226,0.674897119
0,889,0.005385996,0.842010772
0,890,0.00695825,0.607852883
1,891,0,0.570957096
0,892,0.010810811,0.843243243
1,893,0.016332591,0.426874536
1,894,0.009646302,0.723472669
0,895,0.008695652,0.863768116
0,896,0.01369863,0.945205479
0,897,0.01025641,0.866666667
1,898,0.009345794,0.570093458
0,899,0.013422819,0.75033557
1,900,0.009433962,0.679245283
0,901,0.005976096,0.832669323
1,902,0.004784689,0.645933014
1,903,0.003211991,0.565310493
1,904,0.011152416,0.63197026
1,905,0.003278689,0.642622951
0,906,0.011627907,0.924418605
1,907,0,0.626436782
0,908,0.014925373,0.905472637
1,909,0,0.665540541
0,910,0.004739336,0.886255924
0,911,0.003267974,0.85620915
0,912,0.00660066,0.861386139
1,913,0.003067485,0.634969325
0,914,0.00330033,0.864686469
1,915,0.006734007,0.69023569
0,916,0.008992806,0.825539568
